10-13 17:17:03 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Starting the loops on the files... | <module> (l. 356)
10-13 22:47:14 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 40 of 42 for criterion pc_99 passes the threshold for the area | plotting_clusters (l. 279)
10-13 22:47:15 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 1 of 5 for criterion combine passes the threshold for the area | plotting_clusters (l. 279)
10-13 22:47:16 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | VAR: tos | <module> (l. 389)
10-13 22:47:16 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | GRID: gn | <module> (l. 394)
10-13 22:47:16 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | VERS: v20201201 | <module> (l. 398)
/work/users/lembo/miniconda3/lib/python3.9/site-packages/numpy/lib/function_base.py:4737: UserWarning: Warning: 'partition' will ignore the 'mask' of the MaskedArray.
  arr.partition(
10-13 22:48:35 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 7 of 19 for criterion std passes the threshold for the area | plotting_clusters (l. 279)
10-13 22:48:36 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 8 of 19 for criterion std passes the threshold for the area | plotting_clusters (l. 279)
10-13 22:48:37 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 10 of 19 for criterion maxch passes the threshold for the area | plotting_clusters (l. 279)
10-13 22:48:38 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 14 of 19 for criterion maxch passes the threshold for the area | plotting_clusters (l. 279)
10-13 22:48:45 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 0 of 18 for criterion pc_99 passes the threshold for the area | plotting_clusters (l. 279)
10-13 22:48:46 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 9 of 18 for criterion combine passes the threshold for the area | plotting_clusters (l. 279)
10-13 22:48:47 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | RUN: r2i1p1f1 | <module> (l. 380)
10-13 22:48:47 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | DOMAIN: SImon | <module> (l. 383)
10-13 22:48:47 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | No variable in SImon domain | <module> (l. 505)
10-13 22:48:47 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | DOMAIN: Amon | <module> (l. 383)
10-13 22:48:47 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | No variable in Amon domain | <module> (l. 505)
10-13 22:48:47 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | DOMAIN: Omon | <module> (l. 383)
10-13 22:48:47 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | No variable in Omon domain | <module> (l. 505)
10-13 22:48:47 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | MODEL GROUP: FIO-QLNM | <module> (l. 365)
10-13 22:48:47 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | MODEL: FIO-ESM-2-0 | <module> (l. 368)
10-13 22:48:47 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | In MODEL DIR: ['ssp585', 'ssp245', 'ssp126'] | <module> (l. 371)
10-13 22:48:47 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | SCENARIO: ssp585 | <module> (l. 376)
10-13 22:48:47 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | RUN: r1i1p1f1 | <module> (l. 380)
10-13 22:48:47 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | DOMAIN: SImon | <module> (l. 383)
10-13 22:48:47 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | VAR: siconc | <module> (l. 389)
10-13 22:48:47 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | GRID: gn | <module> (l. 394)
10-13 22:48:47 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | VERS: v20191228 | <module> (l. 398)
/work/users/lembo/miniconda3/lib/python3.9/site-packages/numpy/lib/function_base.py:4737: UserWarning: Warning: 'partition' will ignore the 'mask' of the MaskedArray.
  arr.partition(
10-13 22:49:33 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 0 of 4 for criterion std passes the threshold for the area | plotting_clusters (l. 279)
10-13 22:49:34 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 2 of 4 for criterion std passes the threshold for the area | plotting_clusters (l. 279)
10-13 22:49:35 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 2 of 4 for criterion maxch passes the threshold for the area | plotting_clusters (l. 279)
10-13 22:49:38 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 0 of 8 for criterion pc_99 passes the threshold for the area | plotting_clusters (l. 279)
10-13 22:49:38 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 3 of 8 for criterion pc_99 passes the threshold for the area | plotting_clusters (l. 279)
10-13 22:49:39 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 4 of 8 for criterion pc_99 passes the threshold for the area | plotting_clusters (l. 279)
10-13 22:49:40 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 2 of 6 for criterion combine passes the threshold for the area | plotting_clusters (l. 279)
10-13 22:49:41 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 4 of 6 for criterion combine passes the threshold for the area | plotting_clusters (l. 279)
10-13 22:49:41 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | DOMAIN: Amon | <module> (l. 383)
10-13 22:49:41 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | VAR: tas | <module> (l. 389)
10-13 22:49:41 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | GRID: gn | <module> (l. 394)
10-13 22:49:41 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | VERS: v20191226 | <module> (l. 398)
/work/users/lembo/miniconda3/lib/python3.9/site-packages/numpy/lib/function_base.py:4737: UserWarning: Warning: 'partition' will ignore the 'mask' of the MaskedArray.
  arr.partition(
10-13 22:50:16 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 1 of 3 for criterion std passes the threshold for the area | plotting_clusters (l. 279)
10-13 22:50:17 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 2 of 3 for criterion std passes the threshold for the area | plotting_clusters (l. 279)
10-13 22:50:18 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 0 of 1 for criterion maxch passes the threshold for the area | plotting_clusters (l. 279)
10-13 22:50:31 | oet          | WARNING  | build_cluster_mask took 12 s (for (array([[ True,  Tru..., {'max_distance_km': ...) | timed_func (l. 398)
10-13 22:50:31 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 0 of 1 for criterion pc_99 passes the threshold for the area | plotting_clusters (l. 279)
10-13 22:50:32 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 0 of 1 for criterion combine passes the threshold for the area | plotting_clusters (l. 279)
10-13 22:50:33 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | DOMAIN: Omon | <module> (l. 383)
10-13 22:50:33 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | VAR: sos | <module> (l. 389)
10-13 22:50:33 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | sos variable is not available | <module> (l. 503)
10-13 22:50:33 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | VAR: tos | <module> (l. 389)
10-13 22:50:33 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | GRID: gn | <module> (l. 394)
10-13 22:50:33 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | VERS: v20191227 | <module> (l. 398)
/work/users/lembo/miniconda3/lib/python3.9/site-packages/numpy/lib/function_base.py:4737: UserWarning: Warning: 'partition' will ignore the 'mask' of the MaskedArray.
  arr.partition(
10-13 22:51:33 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 1 of 2 for criterion std passes the threshold for the area | plotting_clusters (l. 279)
10-13 22:51:34 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 1 of 2 for criterion maxch passes the threshold for the area | plotting_clusters (l. 279)
10-13 22:51:43 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 0 of 14 for criterion pc_99 passes the threshold for the area | plotting_clusters (l. 279)
10-13 22:51:44 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 1 of 2 for criterion combine passes the threshold for the area | plotting_clusters (l. 279)
10-13 22:51:45 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Run r2i1p1f1 is not available | <module> (l. 508)
10-13 22:51:45 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | SCENARIO: ssp245 | <module> (l. 376)
10-13 22:51:45 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | RUN: r1i1p1f1 | <module> (l. 380)
10-13 22:51:45 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | DOMAIN: SImon | <module> (l. 383)
10-13 22:51:45 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | VAR: siconc | <module> (l. 389)
10-13 22:51:45 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | GRID: gn | <module> (l. 394)
10-13 22:51:45 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | VERS: v20191228 | <module> (l. 398)
/work/users/lembo/miniconda3/lib/python3.9/site-packages/numpy/lib/function_base.py:4737: UserWarning: Warning: 'partition' will ignore the 'mask' of the MaskedArray.
  arr.partition(
10-13 22:52:28 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 2 of 9 for criterion std passes the threshold for the area | plotting_clusters (l. 279)
10-13 22:52:29 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 7 of 9 for criterion std passes the threshold for the area | plotting_clusters (l. 279)
10-13 22:52:30 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 8 of 9 for criterion std passes the threshold for the area | plotting_clusters (l. 279)
10-13 22:52:31 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 1 of 11 for criterion maxch passes the threshold for the area | plotting_clusters (l. 279)
10-13 22:52:32 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 7 of 11 for criterion maxch passes the threshold for the area | plotting_clusters (l. 279)
10-13 22:52:32 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 9 of 11 for criterion maxch passes the threshold for the area | plotting_clusters (l. 279)
10-13 22:52:35 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 0 of 7 for criterion pc_99 passes the threshold for the area | plotting_clusters (l. 279)
10-13 22:52:36 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 4 of 7 for criterion pc_99 passes the threshold for the area | plotting_clusters (l. 279)
10-13 22:52:37 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 1 of 10 for criterion combine passes the threshold for the area | plotting_clusters (l. 279)
10-13 22:52:38 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 7 of 10 for criterion combine passes the threshold for the area | plotting_clusters (l. 279)
10-13 22:52:38 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 9 of 10 for criterion combine passes the threshold for the area | plotting_clusters (l. 279)
10-13 22:52:39 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | DOMAIN: Amon | <module> (l. 383)
10-13 22:52:39 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | VAR: tas | <module> (l. 389)
10-13 22:52:39 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | GRID: gn | <module> (l. 394)
10-13 22:52:39 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | VERS: v20191226 | <module> (l. 398)
/work/users/lembo/miniconda3/lib/python3.9/site-packages/numpy/lib/function_base.py:4737: UserWarning: Warning: 'partition' will ignore the 'mask' of the MaskedArray.
  arr.partition(
10-13 22:53:12 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 4 of 6 for criterion std passes the threshold for the area | plotting_clusters (l. 279)
10-13 22:53:13 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 2 of 4 for criterion maxch passes the threshold for the area | plotting_clusters (l. 279)
10-13 22:53:26 | oet          | WARNING  | build_cluster_mask took 12 s (for (array([[ True,  Tru..., {'max_distance_km': ...) | timed_func (l. 398)
10-13 22:53:26 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 0 of 2 for criterion pc_99 passes the threshold for the area | plotting_clusters (l. 279)
10-13 22:53:27 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 2 of 4 for criterion combine passes the threshold for the area | plotting_clusters (l. 279)
10-13 22:53:28 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | DOMAIN: Omon | <module> (l. 383)
10-13 22:53:28 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | VAR: sos | <module> (l. 389)
10-13 22:53:28 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | sos variable is not available | <module> (l. 503)
10-13 22:53:28 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | VAR: tos | <module> (l. 389)
10-13 22:53:28 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | GRID: gn | <module> (l. 394)
10-13 22:53:28 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | VERS: v20191227 | <module> (l. 398)
/work/users/lembo/miniconda3/lib/python3.9/site-packages/numpy/lib/function_base.py:4737: UserWarning: Warning: 'partition' will ignore the 'mask' of the MaskedArray.
  arr.partition(
10-13 22:54:23 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 1 of 7 for criterion std passes the threshold for the area | plotting_clusters (l. 279)
10-13 22:54:24 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 4 of 7 for criterion std passes the threshold for the area | plotting_clusters (l. 279)
10-13 22:54:25 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 2 of 14 for criterion maxch passes the threshold for the area | plotting_clusters (l. 279)
10-13 22:54:26 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 4 of 14 for criterion maxch passes the threshold for the area | plotting_clusters (l. 279)
10-13 22:54:26 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 11 of 14 for criterion maxch passes the threshold for the area | plotting_clusters (l. 279)
10-13 22:54:34 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 0 of 15 for criterion pc_99 passes the threshold for the area | plotting_clusters (l. 279)
10-13 22:54:36 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 1 of 11 for criterion combine passes the threshold for the area | plotting_clusters (l. 279)
10-13 22:54:36 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 8 of 11 for criterion combine passes the threshold for the area | plotting_clusters (l. 279)
10-13 22:54:37 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Run r2i1p1f1 is not available | <module> (l. 508)
10-13 22:54:37 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | SCENARIO: ssp126 | <module> (l. 376)
10-13 22:54:37 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | RUN: r1i1p1f1 | <module> (l. 380)
10-13 22:54:37 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | DOMAIN: SImon | <module> (l. 383)
10-13 22:54:37 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | VAR: siconc | <module> (l. 389)
10-13 22:54:37 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | GRID: gn | <module> (l. 394)
10-13 22:54:37 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | VERS: v20191228 | <module> (l. 398)
/work/users/lembo/miniconda3/lib/python3.9/site-packages/numpy/lib/function_base.py:4737: UserWarning: Warning: 'partition' will ignore the 'mask' of the MaskedArray.
  arr.partition(
10-13 22:55:20 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 0 of 9 for criterion std passes the threshold for the area | plotting_clusters (l. 279)
10-13 22:55:20 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 7 of 9 for criterion std passes the threshold for the area | plotting_clusters (l. 279)
10-13 22:55:21 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 8 of 9 for criterion std passes the threshold for the area | plotting_clusters (l. 279)
10-13 22:55:22 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 2 of 10 for criterion maxch passes the threshold for the area | plotting_clusters (l. 279)
10-13 22:55:23 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 6 of 10 for criterion maxch passes the threshold for the area | plotting_clusters (l. 279)
10-13 22:55:24 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 7 of 10 for criterion maxch passes the threshold for the area | plotting_clusters (l. 279)
10-13 22:55:27 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 0 of 9 for criterion pc_99 passes the threshold for the area | plotting_clusters (l. 279)
10-13 22:55:27 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 6 of 9 for criterion pc_99 passes the threshold for the area | plotting_clusters (l. 279)
10-13 22:55:28 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 0 of 7 for criterion combine passes the threshold for the area | plotting_clusters (l. 279)
10-13 22:55:29 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 4 of 7 for criterion combine passes the threshold for the area | plotting_clusters (l. 279)
10-13 22:55:30 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 5 of 7 for criterion combine passes the threshold for the area | plotting_clusters (l. 279)
10-13 22:55:31 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | DOMAIN: Amon | <module> (l. 383)
10-13 22:55:31 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | VAR: tas | <module> (l. 389)
10-13 22:55:31 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | GRID: gn | <module> (l. 394)
10-13 22:55:31 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | VERS: v20191227 | <module> (l. 398)
/work/users/lembo/miniconda3/lib/python3.9/site-packages/numpy/lib/function_base.py:4737: UserWarning: Warning: 'partition' will ignore the 'mask' of the MaskedArray.
  arr.partition(
10-13 22:56:04 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 0 of 3 for criterion std passes the threshold for the area | plotting_clusters (l. 279)
10-13 22:56:05 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 2 of 3 for criterion std passes the threshold for the area | plotting_clusters (l. 279)
10-13 22:56:06 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 1 of 3 for criterion maxch passes the threshold for the area | plotting_clusters (l. 279)
10-13 22:56:07 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 2 of 3 for criterion maxch passes the threshold for the area | plotting_clusters (l. 279)
10-13 22:56:20 | oet          | WARNING  | build_cluster_mask took 12 s (for (array([[ True,  Tru..., {'max_distance_km': ...) | timed_func (l. 398)
10-13 22:56:20 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 0 of 1 for criterion pc_99 passes the threshold for the area | plotting_clusters (l. 279)
10-13 22:56:21 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 0 of 3 for criterion combine passes the threshold for the area | plotting_clusters (l. 279)
10-13 22:56:22 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | DOMAIN: Omon | <module> (l. 383)
10-13 22:56:22 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | VAR: sos | <module> (l. 389)
10-13 22:56:22 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | sos variable is not available | <module> (l. 503)
10-13 22:56:22 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | VAR: tos | <module> (l. 389)
10-13 22:56:22 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | GRID: gn | <module> (l. 394)
10-13 22:56:22 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | VERS: v20191227 | <module> (l. 398)
/work/users/lembo/miniconda3/lib/python3.9/site-packages/numpy/lib/function_base.py:4737: UserWarning: Warning: 'partition' will ignore the 'mask' of the MaskedArray.
  arr.partition(
10-13 22:57:17 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 6 of 16 for criterion std passes the threshold for the area | plotting_clusters (l. 279)
10-13 22:57:18 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 12 of 16 for criterion std passes the threshold for the area | plotting_clusters (l. 279)
10-13 22:57:19 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 1 of 13 for criterion maxch passes the threshold for the area | plotting_clusters (l. 279)
10-13 22:57:20 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 2 of 13 for criterion maxch passes the threshold for the area | plotting_clusters (l. 279)
10-13 22:57:21 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 3 of 13 for criterion maxch passes the threshold for the area | plotting_clusters (l. 279)
10-13 22:57:21 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 8 of 13 for criterion maxch passes the threshold for the area | plotting_clusters (l. 279)
10-13 22:57:22 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 10 of 13 for criterion maxch passes the threshold for the area | plotting_clusters (l. 279)
10-13 22:57:30 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 1 of 15 for criterion pc_99 passes the threshold for the area | plotting_clusters (l. 279)
10-13 22:57:31 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 2 of 13 for criterion combine passes the threshold for the area | plotting_clusters (l. 279)
10-13 22:57:32 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 8 of 13 for criterion combine passes the threshold for the area | plotting_clusters (l. 279)
10-13 22:57:32 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 9 of 13 for criterion combine passes the threshold for the area | plotting_clusters (l. 279)
10-13 22:57:33 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Run r2i1p1f1 is not available | <module> (l. 508)
10-13 22:57:33 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | MODEL GROUP: HAMMOZ-Consortium | <module> (l. 365)
10-13 22:57:33 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | MODEL: MPI-ESM-1-2-HAM | <module> (l. 368)
10-13 22:57:33 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | In MODEL DIR: ['ssp370'] | <module> (l. 371)
10-13 22:57:33 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Experiment ssp585 is not available | <module> (l. 512)
10-13 22:57:33 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Experiment ssp245 is not available | <module> (l. 512)
10-13 22:57:33 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Experiment ssp126 is not available | <module> (l. 512)
10-13 22:57:33 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | MODEL GROUP: INM | <module> (l. 365)
10-13 22:57:33 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | MODEL: INM-CM5-0 | <module> (l. 368)
10-13 22:57:33 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | In MODEL DIR: ['ssp370', 'ssp585', 'ssp245', 'ssp126'] | <module> (l. 371)
10-13 22:57:33 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | SCENARIO: ssp585 | <module> (l. 376)
10-13 22:57:33 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | RUN: r1i1p1f1 | <module> (l. 380)
